configuration,window,split,type,size,defects
1,7,14,tr,5148,2079
1,7,14,test,608,216
1,7,14,test,10,5
1,7,14,test,340,203
1,7,14,test,229,78
1,7,14,test,965,188
1,7,14,test,222,60
1,7,14,test,352,40
1,7,14,test,872,145
1,7,14,test,256,86
1,7,14,test,339,13
1,7,15,tr,6280,2916
1,7,15,test,608,216
1,7,15,test,10,5
1,7,15,test,340,203
1,7,15,test,229,78
1,7,15,test,965,188
1,7,15,test,352,40
1,7,15,test,872,145
1,7,15,test,256,86
1,7,15,test,339,13
1,7,16,tr,5591,2545
1,7,16,test,608,216
1,7,16,test,340,203
1,7,16,test,229,78
1,7,16,test,965,188
1,7,16,test,352,40
1,7,16,test,872,145
1,7,16,test,339,13
1,7,17,tr,5851,2635
1,7,17,test,608,216
1,7,17,test,965,188
1,7,17,test,352,40
1,7,17,test,872,145
1,7,17,test,339,13
1,8,1,tr,162,77
1,8,1,test,205,189
1,8,1,test,723,110
1,8,1,test,26,20
1,8,1,test,135,34
1,8,1,test,588,437
1,8,1,test,351,92
1,8,1,test,6,1
1,8,1,test,178,40
1,8,1,test,803,387
1,8,1,test,109,37
1,8,1,test,453,69
1,8,1,test,293,32
1,8,1,test,885,411
1,8,1,test,125,20
1,8,2,tr,602,148
1,8,2,test,205,189
1,8,2,test,723,110
1,8,2,test,26,20
1,8,2,test,135,34
1,8,2,test,588,437
1,8,2,test,351,92
1,8,2,test,6,1
1,8,2,test,178,40
1,8,2,test,803,387
1,8,2,test,111,63
1,8,2,test,109,37
1,8,2,test,293,32
1,8,2,test,885,411
1,8,2,test,29,5
1,8,2,test,125,20
1,8,3,tr,1055,217
1,8,3,test,205,189
1,8,3,test,723,110
1,8,3,test,26,20
1,8,3,test,351,92
1,8,3,test,6,1
1,8,3,test,178,40
1,8,3,test,909,898
1,8,3,test,803,387
1,8,3,test,111,63
1,8,3,test,293,32
1,8,3,test,885,411
1,8,3,test,29,5
1,8,3,test,125,20
1,8,4,tr,1887,725
1,8,4,test,723,110
1,8,4,test,26,20
1,8,4,test,351,92
1,8,4,test,6,1
1,8,4,test,178,40
1,8,4,test,909,898
1,8,4,test,803,387
1,8,4,test,111,63
1,8,4,test,293,32
1,8,4,test,195,91
1,8,4,test,885,411
1,8,4,test,29,5
1,8,4,test,125,20
1,8,5,tr,2092,914
1,8,5,test,26,20
1,8,5,test,858,77
1,8,5,test,196,147
1,8,5,test,351,92
1,8,5,test,6,1
1,8,5,test,178,40
1,8,5,test,909,898
1,8,5,test,803,387
1,8,5,test,111,63
1,8,5,test,745,166
1,8,5,test,293,32
1,8,5,test,195,91
1,8,5,test,885,411
1,8,5,test,29,5
1,8,5,test,125,20
1,8,5,test,241,16
1,8,6,tr,2815,1024
1,8,6,test,247,144
1,8,6,test,442,281
1,8,6,test,32,2
1,8,6,test,26,20
1,8,6,test,858,77
1,8,6,test,196,147
1,8,6,test,385,248
1,8,6,test,351,92
1,8,6,test,6,1
1,8,6,test,178,40
1,8,6,test,909,898
1,8,6,test,157,16
1,8,6,test,214,142
1,8,6,test,111,63
1,8,6,test,314,37
1,8,6,test,745,166
1,8,6,test,293,32
1,8,6,test,195,91
1,8,6,test,51,10
1,8,6,test,885,411
1,8,6,test,29,5
1,8,6,test,237,141
1,8,6,test,125,20
1,8,6,test,241,16
1,8,7,tr,3618,1411
1,8,7,test,247,144
1,8,7,test,442,281
1,8,7,test,32,2
1,8,7,test,26,20
1,8,7,test,858,77
1,8,7,test,196,147
1,8,7,test,385,248
1,8,7,test,6,1
1,8,7,test,909,898
1,8,7,test,157,16
1,8,7,test,214,142
1,8,7,test,111,63
1,8,7,test,314,37
1,8,7,test,222,60
1,8,7,test,745,166
1,8,7,test,195,91
1,8,7,test,51,10
1,8,7,test,885,411
1,8,7,test,29,5
1,8,7,test,237,141
1,8,7,test,241,16
1,8,8,tr,4565,1595
1,8,8,test,247,144
1,8,8,test,442,281
1,8,8,test,32,2
1,8,8,test,10,5
1,8,8,test,858,77
1,8,8,test,196,147
1,8,8,test,385,248
1,8,8,test,6,1
1,8,8,test,256,86
1,8,8,test,909,898
1,8,8,test,157,16
1,8,8,test,214,142
1,8,8,test,111,63
1,8,8,test,314,37
1,8,8,test,222,60
1,8,8,test,745,166
1,8,8,test,195,91
1,8,8,test,51,10
1,8,8,test,29,5
1,8,8,test,237,141
1,8,8,test,241,16
1,8,9,tr,5314,1949
1,8,9,test,247,144
1,8,9,test,442,281
1,8,9,test,32,2
1,8,9,test,10,5
1,8,9,test,340,203
1,8,9,test,229,78
1,8,9,test,858,77
1,8,9,test,196,147
1,8,9,test,385,248
1,8,9,test,256,86
1,8,9,test,909,898
1,8,9,test,157,16
1,8,9,test,214,142
1,8,9,test,111,63
1,8,9,test,314,37
1,8,9,test,222,60
1,8,9,test,745,166
1,8,9,test,195,91
1,8,9,test,51,10
1,8,9,test,29,5
1,8,9,test,237,141
1,8,9,test,241,16
1,8,10,tr,4880,1879
1,8,10,test,247,144
1,8,10,test,442,281
1,8,10,test,10,5
1,8,10,test,229,78
1,8,10,test,858,77
1,8,10,test,256,86
1,8,10,test,214,142
1,8,10,test,608,216
1,8,10,test,314,37
1,8,10,test,339,13
1,8,10,test,32,2
1,8,10,test,340,203
1,8,10,test,965,188
1,8,10,test,196,147
1,8,10,test,385,248
1,8,10,test,909,898
1,8,10,test,157,16
1,8,10,test,222,60
1,8,10,test,352,40
1,8,10,test,745,166
1,8,10,test,195,91
1,8,10,test,51,10
1,8,10,test,872,145
1,8,10,test,237,141
1,8,10,test,241,16
1,8,11,tr,4567,1878
1,8,11,test,247,144
1,8,11,test,442,281
1,8,11,test,32,2
1,8,11,test,10,5
1,8,11,test,340,203
1,8,11,test,229,78
1,8,11,test,965,188
1,8,11,test,858,77
1,8,11,test,196,147
1,8,11,test,385,248
1,8,11,test,256,86
1,8,11,test,157,16
1,8,11,test,214,142
1,8,11,test,608,216
1,8,11,test,314,37
1,8,11,test,222,60
1,8,11,test,352,40
1,8,11,test,745,166
1,8,11,test,195,91
1,8,11,test,51,10
1,8,11,test,872,145
1,8,11,test,237,141
1,8,11,test,241,16
1,8,11,test,339,13
1,8,12,tr,4644,2268
1,8,12,test,247,144
1,8,12,test,442,281
1,8,12,test,32,2
1,8,12,test,10,5
1,8,12,test,340,203
1,8,12,test,229,78
1,8,12,test,965,188
1,8,12,test,858,77
1,8,12,test,196,147
1,8,12,test,385,248
1,8,12,test,256,86
1,8,12,test,157,16
1,8,12,test,214,142
1,8,12,test,608,216
1,8,12,test,314,37
1,8,12,test,222,60
1,8,12,test,352,40
1,8,12,test,745,166
1,8,12,test,51,10
1,8,12,test,872,145
1,8,12,test,237,141
1,8,12,test,241,16
1,8,12,test,339,13
1,8,13,tr,4634,2170
1,8,13,test,247,144
1,8,13,test,442,281
1,8,13,test,32,2
1,8,13,test,10,5
1,8,13,test,340,203
1,8,13,test,229,78
1,8,13,test,965,188
1,8,13,test,385,248
1,8,13,test,256,86
1,8,13,test,157,16
1,8,13,test,214,142
1,8,13,test,608,216
1,8,13,test,314,37
1,8,13,test,222,60
1,8,13,test,352,40
1,8,13,test,51,10
1,8,13,test,872,145
1,8,13,test,237,141
1,8,13,test,339,13
1,8,14,tr,5951,2466
1,8,14,test,608,216
1,8,14,test,10,5
1,8,14,test,340,203
1,8,14,test,229,78
1,8,14,test,965,188
1,8,14,test,222,60
1,8,14,test,352,40
1,8,14,test,872,145
1,8,14,test,256,86
1,8,14,test,339,13
1,8,15,tr,7227,3100
1,8,15,test,608,216
1,8,15,test,10,5
1,8,15,test,340,203
1,8,15,test,229,78
1,8,15,test,965,188
1,8,15,test,352,40
1,8,15,test,872,145
1,8,15,test,256,86
1,8,15,test,339,13
1,8,16,tr,6502,2976
1,8,16,test,608,216
1,8,16,test,340,203
1,8,16,test,229,78
1,8,16,test,965,188
1,8,16,test,352,40
1,8,16,test,872,145
1,8,16,test,339,13
1,8,17,tr,5857,2636
1,8,17,test,608,216
1,8,17,test,965,188
1,8,17,test,352,40
1,8,17,test,872,145
1,8,17,test,339,13
1,9,1,tr,162,77
1,9,1,test,205,189
1,9,1,test,723,110
1,9,1,test,26,20
1,9,1,test,135,34
1,9,1,test,588,437
1,9,1,test,351,92
1,9,1,test,6,1
1,9,1,test,178,40
1,9,1,test,803,387
1,9,1,test,111,63
1,9,1,test,109,37
1,9,1,test,453,69
1,9,1,test,293,32
1,9,1,test,885,411
1,9,1,test,29,5
1,9,1,test,125,20
1,9,2,tr,602,148
1,9,2,test,205,189
1,9,2,test,723,110
1,9,2,test,26,20
1,9,2,test,135,34
1,9,2,test,588,437
1,9,2,test,351,92
1,9,2,test,6,1
1,9,2,test,178,40
1,9,2,test,909,898
1,9,2,test,803,387
1,9,2,test,111,63
1,9,2,test,109,37
1,9,2,test,293,32
1,9,2,test,885,411
1,9,2,test,29,5
1,9,2,test,125,20
1,9,3,tr,1055,217
1,9,3,test,205,189
1,9,3,test,723,110
1,9,3,test,26,20
1,9,3,test,351,92
1,9,3,test,6,1
1,9,3,test,178,40
1,9,3,test,909,898
1,9,3,test,803,387
1,9,3,test,111,63
1,9,3,test,293,32
1,9,3,test,195,91
1,9,3,test,885,411
1,9,3,test,29,5
1,9,3,test,125,20
1,9,4,tr,1887,725
1,9,4,test,723,110
1,9,4,test,26,20
1,9,4,test,858,77
1,9,4,test,196,147
1,9,4,test,351,92
1,9,4,test,6,1
1,9,4,test,178,40
1,9,4,test,909,898
1,9,4,test,803,387
1,9,4,test,111,63
1,9,4,test,745,166
1,9,4,test,293,32
1,9,4,test,195,91
1,9,4,test,885,411
1,9,4,test,29,5
1,9,4,test,125,20
1,9,4,test,241,16
1,9,5,tr,2092,914
1,9,5,test,247,144
1,9,5,test,442,281
1,9,5,test,858,77
1,9,5,test,6,1
1,9,5,test,178,40
1,9,5,test,214,142
1,9,5,test,803,387
1,9,5,test,111,63
1,9,5,test,314,37
1,9,5,test,293,32
1,9,5,test,885,411
1,9,5,test,32,2
1,9,5,test,26,20
1,9,5,test,196,147
1,9,5,test,385,248
1,9,5,test,351,92
1,9,5,test,909,898
1,9,5,test,157,16
1,9,5,test,745,166
1,9,5,test,195,91
1,9,5,test,51,10
1,9,5,test,29,5
1,9,5,test,237,141
1,9,5,test,125,20
1,9,5,test,241,16
1,9,6,tr,2815,1024
1,9,6,test,247,144
1,9,6,test,442,281
1,9,6,test,858,77
1,9,6,test,6,1
1,9,6,test,178,40
1,9,6,test,214,142
1,9,6,test,111,63
1,9,6,test,314,37
1,9,6,test,293,32
1,9,6,test,885,411
1,9,6,test,32,2
1,9,6,test,26,20
1,9,6,test,196,147
1,9,6,test,385,248
1,9,6,test,351,92
1,9,6,test,909,898
1,9,6,test,157,16
1,9,6,test,222,60
1,9,6,test,745,166
1,9,6,test,195,91
1,9,6,test,51,10
1,9,6,test,29,5
1,9,6,test,237,141
1,9,6,test,125,20
1,9,6,test,241,16
1,9,7,tr,3618,1411
1,9,7,test,247,144
1,9,7,test,442,281
1,9,7,test,32,2
1,9,7,test,26,20
1,9,7,test,10,5
1,9,7,test,858,77
1,9,7,test,196,147
1,9,7,test,385,248
1,9,7,test,6,1
1,9,7,test,256,86
1,9,7,test,909,898
1,9,7,test,157,16
1,9,7,test,214,142
1,9,7,test,111,63
1,9,7,test,314,37
1,9,7,test,222,60
1,9,7,test,745,166
1,9,7,test,195,91
1,9,7,test,51,10
1,9,7,test,885,411
1,9,7,test,29,5
1,9,7,test,237,141
1,9,7,test,241,16
1,9,8,tr,4565,1595
1,9,8,test,247,144
1,9,8,test,442,281
1,9,8,test,32,2
1,9,8,test,10,5
1,9,8,test,340,203
1,9,8,test,229,78
1,9,8,test,858,77
1,9,8,test,196,147
1,9,8,test,385,248
1,9,8,test,6,1
1,9,8,test,256,86
1,9,8,test,909,898
1,9,8,test,157,16
1,9,8,test,214,142
1,9,8,test,111,63
1,9,8,test,314,37
1,9,8,test,222,60
1,9,8,test,745,166
1,9,8,test,195,91
1,9,8,test,51,10
1,9,8,test,29,5
1,9,8,test,237,141
1,9,8,test,241,16
1,9,9,tr,5476,2026
1,9,9,test,247,144
1,9,9,test,442,281
1,9,9,test,10,5
1,9,9,test,229,78
1,9,9,test,858,77
1,9,9,test,256,86
1,9,9,test,214,142
1,9,9,test,111,63
1,9,9,test,608,216
1,9,9,test,314,37
1,9,9,test,339,13
1,9,9,test,32,2
1,9,9,test,340,203
1,9,9,test,965,188
1,9,9,test,196,147
1,9,9,test,385,248
1,9,9,test,909,898
1,9,9,test,157,16
1,9,9,test,222,60
1,9,9,test,352,40
1,9,9,test,745,166
1,9,9,test,195,91
1,9,9,test,51,10
1,9,9,test,872,145
1,9,9,test,29,5
1,9,9,test,237,141
1,9,9,test,241,16
1,9,10,tr,5320,1950
1,9,10,test,247,144
1,9,10,test,442,281
1,9,10,test,10,5
1,9,10,test,229,78
1,9,10,test,858,77
1,9,10,test,256,86
1,9,10,test,214,142
1,9,10,test,608,216
1,9,10,test,314,37
1,9,10,test,339,13
1,9,10,test,32,2
1,9,10,test,340,203
1,9,10,test,965,188
1,9,10,test,196,147
1,9,10,test,385,248
1,9,10,test,909,898
1,9,10,test,157,16
1,9,10,test,222,60
1,9,10,test,352,40
1,9,10,test,745,166
1,9,10,test,195,91
1,9,10,test,51,10
1,9,10,test,872,145
1,9,10,test,237,141
1,9,10,test,241,16
1,9,11,tr,5020,1947
1,9,11,test,247,144
1,9,11,test,442,281
1,9,11,test,32,2
1,9,11,test,10,5
1,9,11,test,340,203
1,9,11,test,229,78
1,9,11,test,965,188
1,9,11,test,858,77
1,9,11,test,196,147
1,9,11,test,385,248
1,9,11,test,256,86
1,9,11,test,157,16
1,9,11,test,214,142
1,9,11,test,608,216
1,9,11,test,314,37
1,9,11,test,222,60
1,9,11,test,352,40
1,9,11,test,745,166
1,9,11,test,195,91
1,9,11,test,51,10
1,9,11,test,872,145
1,9,11,test,237,141
1,9,11,test,241,16
1,9,11,test,339,13
1,9,12,tr,5476,2776
1,9,12,test,247,144
1,9,12,test,442,281
1,9,12,test,32,2
1,9,12,test,10,5
1,9,12,test,340,203
1,9,12,test,229,78
1,9,12,test,965,188
1,9,12,test,858,77
1,9,12,test,196,147
1,9,12,test,385,248
1,9,12,test,256,86
1,9,12,test,157,16
1,9,12,test,214,142
1,9,12,test,608,216
1,9,12,test,314,37
1,9,12,test,222,60
1,9,12,test,352,40
1,9,12,test,745,166
1,9,12,test,51,10
1,9,12,test,872,145
1,9,12,test,237,141
1,9,12,test,241,16
1,9,12,test,339,13
1,9,13,tr,4839,2359
1,9,13,test,247,144
1,9,13,test,442,281
1,9,13,test,32,2
1,9,13,test,10,5
1,9,13,test,340,203
1,9,13,test,229,78
1,9,13,test,965,188
1,9,13,test,385,248
1,9,13,test,256,86
1,9,13,test,157,16
1,9,13,test,214,142
1,9,13,test,608,216
1,9,13,test,314,37
1,9,13,test,222,60
1,9,13,test,352,40
1,9,13,test,51,10
1,9,13,test,872,145
1,9,13,test,237,141
1,9,13,test,339,13
1,9,14,tr,6674,2576
1,9,14,test,608,216
1,9,14,test,10,5
1,9,14,test,340,203
1,9,14,test,229,78
1,9,14,test,965,188
1,9,14,test,222,60
1,9,14,test,352,40
1,9,14,test,872,145
1,9,14,test,256,86
1,9,14,test,339,13
1,9,15,tr,8030,3487
1,9,15,test,608,216
1,9,15,test,10,5
1,9,15,test,340,203
1,9,15,test,229,78
1,9,15,test,965,188
1,9,15,test,352,40
1,9,15,test,872,145
1,9,15,test,256,86
1,9,15,test,339,13
1,9,16,tr,7449,3160
1,9,16,test,608,216
1,9,16,test,340,203
1,9,16,test,229,78
1,9,16,test,965,188
1,9,16,test,352,40
1,9,16,test,872,145
1,9,16,test,339,13
1,9,17,tr,6768,3067
1,9,17,test,608,216
1,9,17,test,965,188
1,9,17,test,352,40
1,9,17,test,872,145
1,9,17,test,339,13
1,10,1,tr,162,77
1,10,1,test,205,189
1,10,1,test,723,110
1,10,1,test,26,20
1,10,1,test,135,34
1,10,1,test,588,437
1,10,1,test,351,92
1,10,1,test,6,1
1,10,1,test,178,40
1,10,1,test,909,898
1,10,1,test,803,387
1,10,1,test,111,63
1,10,1,test,109,37
1,10,1,test,453,69
1,10,1,test,293,32
1,10,1,test,885,411
1,10,1,test,29,5
1,10,1,test,125,20
1,10,2,tr,602,148
1,10,2,test,205,189
1,10,2,test,723,110
1,10,2,test,26,20
1,10,2,test,135,34
1,10,2,test,588,437
1,10,2,test,351,92
1,10,2,test,6,1
1,10,2,test,178,40
1,10,2,test,909,898
1,10,2,test,803,387
1,10,2,test,111,63
1,10,2,test,109,37
1,10,2,test,293,32
1,10,2,test,195,91
1,10,2,test,885,411
1,10,2,test,29,5
1,10,2,test,125,20
1,10,3,tr,1055,217
1,10,3,test,205,189
1,10,3,test,723,110
1,10,3,test,26,20
1,10,3,test,858,77
1,10,3,test,196,147
1,10,3,test,351,92
1,10,3,test,6,1
1,10,3,test,178,40
1,10,3,test,909,898
1,10,3,test,803,387
1,10,3,test,111,63
1,10,3,test,745,166
1,10,3,test,293,32
1,10,3,test,195,91
1,10,3,test,885,411
1,10,3,test,29,5
1,10,3,test,125,20
1,10,3,test,241,16
1,10,4,tr,1887,725
1,10,4,test,247,144
1,10,4,test,723,110
1,10,4,test,442,281
1,10,4,test,858,77
1,10,4,test,6,1
1,10,4,test,178,40
1,10,4,test,214,142
1,10,4,test,803,387
1,10,4,test,111,63
1,10,4,test,314,37
1,10,4,test,293,32
1,10,4,test,885,411
1,10,4,test,32,2
1,10,4,test,26,20
1,10,4,test,196,147
1,10,4,test,385,248
1,10,4,test,351,92
1,10,4,test,909,898
1,10,4,test,157,16
1,10,4,test,745,166
1,10,4,test,195,91
1,10,4,test,51,10
1,10,4,test,29,5
1,10,4,test,237,141
1,10,4,test,125,20
1,10,4,test,241,16
1,10,5,tr,2092,914
1,10,5,test,247,144
1,10,5,test,442,281
1,10,5,test,858,77
1,10,5,test,6,1
1,10,5,test,178,40
1,10,5,test,214,142
1,10,5,test,803,387
1,10,5,test,111,63
1,10,5,test,314,37
1,10,5,test,293,32
1,10,5,test,885,411
1,10,5,test,32,2
1,10,5,test,26,20
1,10,5,test,196,147
1,10,5,test,385,248
1,10,5,test,351,92
1,10,5,test,909,898
1,10,5,test,157,16
1,10,5,test,222,60
1,10,5,test,745,166
1,10,5,test,195,91
1,10,5,test,51,10
1,10,5,test,29,5
1,10,5,test,237,141
1,10,5,test,125,20
1,10,5,test,241,16
1,10,6,tr,2815,1024
1,10,6,test,247,144
1,10,6,test,442,281
1,10,6,test,10,5
1,10,6,test,858,77
1,10,6,test,6,1
1,10,6,test,256,86
1,10,6,test,178,40
1,10,6,test,214,142
1,10,6,test,111,63
1,10,6,test,314,37
1,10,6,test,293,32
1,10,6,test,885,411
1,10,6,test,32,2
1,10,6,test,26,20
1,10,6,test,196,147
1,10,6,test,385,248
1,10,6,test,351,92
1,10,6,test,909,898
1,10,6,test,157,16
1,10,6,test,222,60
1,10,6,test,745,166
1,10,6,test,195,91
1,10,6,test,51,10
1,10,6,test,29,5
1,10,6,test,237,141
1,10,6,test,125,20
1,10,6,test,241,16
1,10,7,tr,3618,1411
1,10,7,test,247,144
1,10,7,test,442,281
1,10,7,test,10,5
1,10,7,test,229,78
1,10,7,test,858,77
1,10,7,test,6,1
1,10,7,test,256,86
1,10,7,test,214,142
1,10,7,test,111,63
1,10,7,test,314,37
1,10,7,test,885,411
1,10,7,test,32,2
1,10,7,test,26,20
1,10,7,test,340,203
1,10,7,test,196,147
1,10,7,test,385,248
1,10,7,test,909,898
1,10,7,test,157,16
1,10,7,test,222,60
1,10,7,test,745,166
1,10,7,test,195,91
1,10,7,test,51,10
1,10,7,test,29,5
1,10,7,test,237,141
1,10,7,test,241,16
1,10,8,tr,4565,1595
1,10,8,test,247,144
1,10,8,test,442,281
1,10,8,test,10,5
1,10,8,test,229,78
1,10,8,test,858,77
1,10,8,test,6,1
1,10,8,test,256,86
1,10,8,test,214,142
1,10,8,test,111,63
1,10,8,test,608,216
1,10,8,test,314,37
1,10,8,test,339,13
1,10,8,test,32,2
1,10,8,test,340,203
1,10,8,test,965,188
1,10,8,test,196,147
1,10,8,test,385,248
1,10,8,test,909,898
1,10,8,test,157,16
1,10,8,test,222,60
1,10,8,test,352,40
1,10,8,test,745,166
1,10,8,test,195,91
1,10,8,test,51,10
1,10,8,test,872,145
1,10,8,test,29,5
1,10,8,test,237,141
1,10,8,test,241,16
1,10,9,tr,5476,2026
1,10,9,test,247,144
1,10,9,test,442,281
1,10,9,test,10,5
1,10,9,test,229,78
1,10,9,test,858,77
1,10,9,test,256,86
1,10,9,test,214,142
1,10,9,test,111,63
1,10,9,test,608,216
1,10,9,test,314,37
1,10,9,test,339,13
1,10,9,test,32,2
1,10,9,test,340,203
1,10,9,test,965,188
1,10,9,test,196,147
1,10,9,test,385,248
1,10,9,test,909,898
1,10,9,test,157,16
1,10,9,test,222,60
1,10,9,test,352,40
1,10,9,test,745,166
1,10,9,test,195,91
1,10,9,test,51,10
1,10,9,test,872,145
1,10,9,test,29,5
1,10,9,test,237,141
1,10,9,test,241,16
1,10,10,tr,5482,2027
1,10,10,test,247,144
1,10,10,test,442,281
1,10,10,test,10,5
1,10,10,test,229,78
1,10,10,test,858,77
1,10,10,test,256,86
1,10,10,test,214,142
1,10,10,test,608,216
1,10,10,test,314,37
1,10,10,test,339,13
1,10,10,test,32,2
1,10,10,test,340,203
1,10,10,test,965,188
1,10,10,test,196,147
1,10,10,test,385,248
1,10,10,test,909,898
1,10,10,test,157,16
1,10,10,test,222,60
1,10,10,test,352,40
1,10,10,test,745,166
1,10,10,test,195,91
1,10,10,test,51,10
1,10,10,test,872,145
1,10,10,test,237,141
1,10,10,test,241,16
1,10,11,tr,5460,2018
1,10,11,test,247,144
1,10,11,test,442,281
1,10,11,test,32,2
1,10,11,test,10,5
1,10,11,test,340,203
1,10,11,test,229,78
1,10,11,test,965,188
1,10,11,test,858,77
1,10,11,test,196,147
1,10,11,test,385,248
1,10,11,test,256,86
1,10,11,test,157,16
1,10,11,test,214,142
1,10,11,test,608,216
1,10,11,test,314,37
1,10,11,test,222,60
1,10,11,test,352,40
1,10,11,test,745,166
1,10,11,test,195,91
1,10,11,test,51,10
1,10,11,test,872,145
1,10,11,test,237,141
1,10,11,test,241,16
1,10,11,test,339,13
1,10,12,tr,5929,2845
1,10,12,test,247,144
1,10,12,test,442,281
1,10,12,test,32,2
1,10,12,test,10,5
1,10,12,test,340,203
1,10,12,test,229,78
1,10,12,test,965,188
1,10,12,test,858,77
1,10,12,test,196,147
1,10,12,test,385,248
1,10,12,test,256,86
1,10,12,test,157,16
1,10,12,test,214,142
1,10,12,test,608,216
1,10,12,test,314,37
1,10,12,test,222,60
1,10,12,test,352,40
1,10,12,test,745,166
1,10,12,test,51,10
1,10,12,test,872,145
1,10,12,test,237,141
1,10,12,test,241,16
1,10,12,test,339,13
1,10,13,tr,5671,2867
1,10,13,test,247,144
1,10,13,test,442,281
1,10,13,test,32,2
1,10,13,test,10,5
1,10,13,test,340,203
1,10,13,test,229,78
1,10,13,test,965,188
1,10,13,test,385,248
1,10,13,test,256,86
1,10,13,test,157,16
1,10,13,test,214,142
1,10,13,test,608,216
1,10,13,test,314,37
1,10,13,test,222,60
1,10,13,test,352,40
1,10,13,test,51,10
1,10,13,test,872,145
1,10,13,test,237,141
1,10,13,test,339,13
1,10,14,tr,6879,2765
1,10,14,test,608,216
1,10,14,test,10,5
1,10,14,test,340,203
1,10,14,test,229,78
1,10,14,test,965,188
1,10,14,test,222,60
1,10,14,test,352,40
1,10,14,test,872,145
1,10,14,test,256,86
1,10,14,test,339,13
1,10,15,tr,8753,3597
1,10,15,test,608,216
1,10,15,test,10,5
1,10,15,test,340,203
1,10,15,test,229,78
1,10,15,test,965,188
1,10,15,test,352,40
1,10,15,test,872,145
1,10,15,test,256,86
1,10,15,test,339,13
1,10,16,tr,8252,3547
1,10,16,test,608,216
1,10,16,test,340,203
1,10,16,test,229,78
1,10,16,test,965,188
1,10,16,test,352,40
1,10,16,test,872,145
1,10,16,test,339,13
1,10,17,tr,7715,3251
1,10,17,test,608,216
1,10,17,test,965,188
1,10,17,test,352,40
1,10,17,test,872,145
1,10,17,test,339,13
1,11,1,tr,162,77
1,11,1,test,205,189
1,11,1,test,723,110
1,11,1,test,26,20
1,11,1,test,135,34
1,11,1,test,588,437
1,11,1,test,351,92
1,11,1,test,6,1
1,11,1,test,178,40
1,11,1,test,909,898
1,11,1,test,803,387
1,11,1,test,111,63
1,11,1,test,109,37
1,11,1,test,453,69
1,11,1,test,293,32
1,11,1,test,195,91
1,11,1,test,885,411
1,11,1,test,29,5
1,11,1,test,125,20
1,11,2,tr,602,148
1,11,2,test,205,189
1,11,2,test,723,110
1,11,2,test,26,20
1,11,2,test,135,34
1,11,2,test,858,77
1,11,2,test,196,147
1,11,2,test,588,437
1,11,2,test,351,92
1,11,2,test,6,1
1,11,2,test,178,40
1,11,2,test,909,898
1,11,2,test,803,387
1,11,2,test,111,63
1,11,2,test,109,37
1,11,2,test,745,166
1,11,2,test,293,32
1,11,2,test,195,91
1,11,2,test,885,411
1,11,2,test,29,5
1,11,2,test,125,20
1,11,2,test,241,16
1,11,3,tr,1055,217
1,11,3,test,247,144
1,11,3,test,723,110
1,11,3,test,442,281
1,11,3,test,858,77
1,11,3,test,6,1
1,11,3,test,178,40
1,11,3,test,214,142
1,11,3,test,803,387
1,11,3,test,111,63
1,11,3,test,314,37
1,11,3,test,293,32
1,11,3,test,885,411
1,11,3,test,205,189
1,11,3,test,32,2
1,11,3,test,26,20
1,11,3,test,196,147
1,11,3,test,385,248
1,11,3,test,351,92
1,11,3,test,909,898
1,11,3,test,157,16
1,11,3,test,745,166
1,11,3,test,195,91
1,11,3,test,51,10
1,11,3,test,29,5
1,11,3,test,237,141
1,11,3,test,125,20
1,11,3,test,241,16
1,11,4,tr,1887,725
1,11,4,test,247,144
1,11,4,test,723,110
1,11,4,test,442,281
1,11,4,test,858,77
1,11,4,test,6,1
1,11,4,test,178,40
1,11,4,test,214,142
1,11,4,test,803,387
1,11,4,test,111,63
1,11,4,test,314,37
1,11,4,test,293,32
1,11,4,test,885,411
1,11,4,test,32,2
1,11,4,test,26,20
1,11,4,test,196,147
1,11,4,test,385,248
1,11,4,test,351,92
1,11,4,test,909,898
1,11,4,test,157,16
1,11,4,test,222,60
1,11,4,test,745,166
1,11,4,test,195,91
1,11,4,test,51,10
1,11,4,test,29,5
1,11,4,test,237,141
1,11,4,test,125,20
1,11,4,test,241,16
1,11,5,tr,2092,914
1,11,5,test,247,144
1,11,5,test,442,281
1,11,5,test,10,5
1,11,5,test,858,77
1,11,5,test,6,1
1,11,5,test,256,86
1,11,5,test,178,40
1,11,5,test,214,142
1,11,5,test,803,387
1,11,5,test,111,63
1,11,5,test,314,37
1,11,5,test,293,32
1,11,5,test,885,411
1,11,5,test,32,2
1,11,5,test,26,20
1,11,5,test,196,147
1,11,5,test,385,248
1,11,5,test,351,92
1,11,5,test,909,898
1,11,5,test,157,16
1,11,5,test,222,60
1,11,5,test,745,166
1,11,5,test,195,91
1,11,5,test,51,10
1,11,5,test,29,5
1,11,5,test,237,141
1,11,5,test,125,20
1,11,5,test,241,16
1,11,6,tr,2815,1024
1,11,6,test,247,144
1,11,6,test,442,281
1,11,6,test,10,5
1,11,6,test,229,78
1,11,6,test,858,77
1,11,6,test,6,1
1,11,6,test,256,86
1,11,6,test,178,40
1,11,6,test,214,142
1,11,6,test,111,63
1,11,6,test,314,37
1,11,6,test,293,32
1,11,6,test,885,411
1,11,6,test,32,2
1,11,6,test,26,20
1,11,6,test,340,203
1,11,6,test,196,147
